tle_id,tle_chain_id,tle_company_name,tle_address,tle_city,tle_province,tle_postal_code,tle_market_segment,tle_menu_type,tle_years_in_business,tle_number_employees,tle_chain_units,tle_annual_sales_estimate,tle_average_check,tle_website,tle_latitude,tle_longitude,tle_yelp_url,tle_facebook_url,tle_opentable_url,tle_mp_food_beverage_disposables_purchase
CA02110010332003,,TWIN FISH THAI CUISINE,80 COURTNEYPARK E,MISSISSAUGA,ON,L5T2Y3,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$15 TO $20,http://www.twinfish.ca/,43.6384522,-79.6925919,http://www.yelp.com/biz/twin-fish-thai-cuisine-mississauga,http://www.facebook.com/pages/Twin-Fish-Thai-Cuisine/103787843026698,,322979.19
CA02100018305422,CA05090011132225,THAI EXPRESS,1400-3300 BLOOR ST W,ETOBICOKE,ON,M8X2W8,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,5 YEARS PLUS,10 TO 19,251-500 UNITS,"<=$500,000",$5 TO $7,http://www.thaiexpress.ca,43.6449377,-79.5221951,http://www.yelp.com/biz/thai-express-toronto-8,http://www.facebook.com/THAIEXPRESS,,148488.55
CA02100015393209,CA05181230484005,SATAY ON THE ROAD,1572 BAYVIEW AVE,TORONTO,ON,M4G3B7,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,10 TO 19,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$15 TO $20,http://www.satayontheroad.com/,43.7055198,-79.3753444,http://www.yelp.com/biz/satay-on-the-road-toronto,http://www.facebook.com/SatayOnTheRoad,,204513.75
CA02158848110405,,THAI ISLAND,100 WEST WELLINGTON ST,TORONTO,ON,M5K1J3,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,,43.6467758,-79.3824909,,,,144117.27
CA02100017253512,,THAI PRINCESS RESTAURANT,387 KING ST W,TORONTO,ON,M5V1K1,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.thaiprincess.ca,43.6456061,-79.3935119,http://www.yelp.com/biz/thai-princess-toronto,https://www.facebook.com/pages/Thai-Princess-Restaurant/127316590639514,,58852.54
CA02154875217525,,RUBY THAI,100 KING ST,YORK,ON,M9N1L3,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,,43.6486362,-79.3817439,,,,62079.46
CA02150389911629,,THAI CHEF CUISINE,2 STRACHAN AVE,TORONTO,ON,M6K3C3,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,,43.635072,-79.409186,,,,180904.16
CA02154460216213,CA05090011132225,THAI EXPRESS,H10-11 - 6956 FINANCIAL DR,MISSISSAUGA,ON,L5N8J4,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,2 TO 5 YEARS,UNCODED,251-500 UNITS,"<=$500,000",$5 TO $7,http://www.thaiexpress.ca,43.610762,-79.74862,,,,74610.42
CA02162609318402,CA05090011132225,THAI EXPRESS,600 UNIVERSITY AVE,TORONTO,ON,M5G1X5,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,2 TO 5 YEARS,UNCODED,251-500 UNITS,"$500,001 - $1,000,000",$5 TO $7,http://www.thaiexpress.ca,43.657579,-79.389681,,,,88492.36
CA02154748893100,,JATUJAK,1466 KINGSTON RD,SCARBOROUGH,ON,M1N1R6,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$10 TO $15,http://www.jatujak.ca/,43.68833,-79.2703731,http://www.yelp.com/biz/jatujak-toronto,https://www.facebook.com/jatujakthai/,,317805.47
CA02167151025729,,KUB KHAO THAI CUISINE,3561 SHEPPARD AVE E,SCARBOROUGH,ON,M1T3K8,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$5 TO $7,http://kubkhao.ca/,43.780686,-79.299658,,,,539031.63
CA02154153560103,,LEMONGRASS TO GO,2300 YONGE ST,TORONTO,ON,M4P1E4,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$10 TO $15,,43.7071233,-79.3989783,,,,181879.03
CA02154564265825,CA05090011132225,THAI EXPRESS,1 DUNDAS ST W,TORONTO,ON,M5G1Z3,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,5 YEARS PLUS,UNCODED,251-500 UNITS,"<=$500,000",$5 TO $7,http://www.thaiexpress.ca,,,,,,147965.49
CA02100021968511,,JING THAI RESTAURANT,63 QUEEN ST S,MISSISSAUGA,ON,L5M3S9,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,1 TO 4,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.jingthai.com/,43.5852262,-79.718491,http://www.yelp.com/biz/jing-thai-restaurant-mississauga,https://www.facebook.com/Jing-Thai-Restaurant-127587800612866/,,43687.12
CA02149348227222,,THAI CHEF CUISINE,39-200 PRINCES BLVD,TORONTO,ON,M6K3C3,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",UNCODED,,43.63229,-79.42152,,https://www.facebook.com/pages/Thai-Chef-Cuisine/502039260179033,,183074.64
CA02100018147221,,THAI CASHEW CAFE,2761 KINGSTON RD,SCARBOROUGH,ON,M1M1M8,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,10 TO 19,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,,43.7191525,-79.239124,,https://www.facebook.com/pages/Thai-Cashew-Cafe/104430379609771,,94792.58
CA02145388392622,CA05194340259430,PHO 88,900 DON MILLS RD,NORTH YORK,ON,M3C1V6,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.pho88.ca/,43.72707,-79.34077,http://www.yelp.com/biz/pho-88-toronto-4,https://www.facebook.com/88pho/,,114355.49
CA02100036597209,,THAI ELEPHANT CAFE,813 QUEEN ST W,TORONTO,ON,M6J1G1,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.thaielephant.ca,43.6460535,-79.4091014,http://www.yelp.com/biz/thai-elephant-toronto,https://www.facebook.com/thaielephantonqueen813,,93984.58
CA02155765530517,CA05090011132225,THAI EXPRESS,20 YORK MILLS RD,NORTH YORK,ON,M2P2C2,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,2 TO 5 YEARS,UNCODED,251-500 UNITS,"<=$500,000",$5 TO $7,http://www.thaiexpress.ca,,,,,,148697.78
CA02164745722117,,BANGKOK PARADISE RESTAURANT,494 QUEEN ST W,TORONTO,ON,M5V2B3,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$10 TO $15,http://www.bangkokparadisetoronto.com/,43.647823,-79.401027,,,,90249.75
CA02100016373011,,THAI SIGNATURE RESTAURANT,203 LAKESHORE RD E,MISSISSAUGA,ON,L5G1G2,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,1 TO 4,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.thaisignature.ca,43.557695,-79.578517,http://www.yelp.com/biz/thai-signature-mississauga,http://www.facebook.com/pages/Thai-signature-Restaurant/142481172522889,,105464.45
CA02100016461800,CA05090011132225,THAI EXPRESS,25 THE WEST MALL,ETOBICOKE,ON,M9C1B8,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,5 YEARS PLUS,5 TO 9,251-500 UNITS,"<=$500,000",$5 TO $7,http://www.thaiexpress.ca,43.6126603,-79.5559283,http://www.yelp.com/biz/thai-express-etobicoke,http://www.facebook.com/THAIEXPRESS,,147128.6
CA02141639106215,,THAI ISLAND,181 BAY ST,TORONTO,ON,M5J2T3,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,,43.64714,-79.37962,http://www.yelp.com/biz/thai-island-brookfield-place-toronto,https://www.facebook.com/pages/Thai-Island-t-d/1706215696297298,,81208.22
CA02160901565602,,THAY BOYS,1455 GERRARD ST E,TORONTO,ON,M4L1Z9,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$5 TO $7,,43.67243,-79.321239,,,,159690.97
CA02145396116913,,GREEN BASIL,2120 QUEEN ST E,TORONTO,ON,M4E1E2,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$15 TO $20,http://www.greenbasilrestaurant.com/,43.671378,-79.2947002,http://www.yelp.com/biz/green-basil-restaurant-toronto,https://www.facebook.com/pages/Mersini-Restauraunt/134440456582372,,152857.99
CA02100022374510,,KHMER THAI RESTAURANT,1018 ST CLAIR AVE W,TORONTO,ON,M6E1A4,"FSR - CAFÉ-RESTAURANTS, FAMILY-STYLE, DINER",THAI,5 YEARS PLUS,1 TO 4,INDEPENDENT (1-9 UNITS),"<=$500,000",$10 TO $15,http://www.khmerthai.com,43.6792964,-79.4377813,http://www.yelp.com/biz/khmer-thai-restaurant-toronto-2,https://www.facebook.com/pages/Khmer-Thai/436417299812548,,38559.24
CA02174972483021,,LAO THAI RESTAURANT,2 GLADSTONE AVE,TORONTO,ON,M6J0B2,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,1 TO 2 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.laothairestaurant.net/,,,,,,68039.09
CA02174961955017,,THAI ONE ON,791 KING ST W,TORONTO,ON,M5V1N4,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,1 TO 2 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.thaioneon.ca,,,,,,68356.39
CA02154647810926,CA05090011132225,THAI EXPRESS,3-3077 MAVIS RD,MISSISSAUGA,ON,L5C1T7,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,2 TO 5 YEARS,UNCODED,251-500 UNITS,"<=$500,000",$5 TO $7,http://www.thaiexpress.ca,43.567761,-79.635409,,,,73302.77
CA02100014030320,,THAI BASIL,467 BLOOR ST W,TORONTO,ON,M5S1X9,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,1 TO 4,INDEPENDENT (1-9 UNITS),"<=$500,000",$20 TO $30,http://www.thaibasil.ca,43.6658662,-79.4066808,http://www.yelp.com/biz/thai-basil-toronto,https://www.facebook.com/thaibasiltoronto/,,26264.27
CA02168430468917,,CORNER BY SPOON AND FORK,55 AVENUE RD,TORONTO,ON,M5R3L2,LSR - FAST CASUAL,THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$7 TO $10,http://yorkvillevillage.com/store/corner/,43.671047,-79.39516,,,,141619.75
CA02100036515630,,THAI PAN RESTAURANT,348 BROADVIEW AVE,TORONTO,ON,M4M2G9,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,,43.6732404,-79.3561097,http://www.yelp.com/biz/thai-pan-restaurant-toronto,https://www.facebook.com/pages/Thai-Pan-Restaurant-Inc/127504093955717,,93452.25
CA02151679244322,,FENG TAI,355 BAMBURGH CIR,SCARBOROUGH,ON,M1W3Y1,LSR - FAST CASUAL,THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$7 TO $10,,,,,,,236247.76
CA02158006375827,,NIMMAN THAI CUISINE,2451 LAKE SHORE BLVD W,ETOBICOKE,ON,M8V1C5,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.nimman.ca/,43.6134849,-79.4892972,http://www.yelp.com/biz/nimman-thai-cuisine-toronto,https://www.facebook.com/NimmanThai/,,236064.78
CA02142641331903,,THAI ISLAND,130 KING ST W,TORONTO,ON,M5X2A2,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,,43.6481252,-79.3834483,http://www.yelp.com/biz/thai-island-toronto,https://www.facebook.com/pages/Island-Foods/144361335601988,,207549.25
CA02158677229206,,THAI NOODLE,62 VAUGHAN RD,TORONTO,ON,M6G2N4,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$10 TO $15,http://www.thainoodle.ca/,43.6824616,-79.4199527,http://www.yelp.com/biz/thai-noodle-toronto-2,https://www.facebook.com/ThaiNoodle.Ca/,,133437.97
CA02168677841202,,MANGO THAI KITCHEN,700 LAWRENCE AVE W,NORTH YORK,ON,M6A3B4,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$5 TO $7,,43.715609,-79.446525,,,,134866.43
CA02100018682713,CA05090011132225,THAI EXPRESS,300 BOROUGH DR,SCARBOROUGH,ON,M1P4P5,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,5 YEARS PLUS,5 TO 9,251-500 UNITS,"<=$500,000",$5 TO $7,http://www.thaiexpress.ca,43.7739159,-79.2609308,http://www.yelp.com/biz/thai-express-scarborough,http://www.facebook.com/THAIEXPRESS,,147965.49
CA02100013835626,,COCO RICE THAI CUISINE,669 KING ST W,TORONTO,ON,M5V1M9,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.cocorice.com/,43.6436211,-79.4029108,http://www.yelp.com/biz/coco-rice-thai-cuisine-toronto,https://www.facebook.com/pages/Coco-Rice-Thai-Cuisine/133013750056559,,88296.4
CA02160512481704,,THAI BREEZE,1061 BLOOR ST W,TORONTO,ON,M6H1M5,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,,43.660447,-79.432582,,,,180352.34
CA02149323203618,CA05090011132225,THAI EXPRESS,1510 DUNDAS ST E,MISSISSAUGA,ON,L4X1L4,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,5 YEARS PLUS,UNCODED,251-500 UNITS,"<=$500,000",$5 TO $7,http://www.thaiexpress.ca,43.6126581,-79.581071,http://www.yelp.com/biz/thai-express-mississauga-5,http://www.facebook.com/THAIEXPRESS/,,77905.64
CA02140651796212,,PATAYA RESTAURANT,2879 DANFORTH AVE,TORONTO,ON,M4C1M3,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",UNCODED,,43.68976,-79.29472,,https://www.facebook.com/pages/Pataya-Restaurant/1610598255930290,,182559.61
CA02167306592423,,THAI ROOM - VAUGHAN,1881 STEELES AVE W,NORTH YORK,ON,M3H5Y4,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$20 TO $30,http://www.thairoom.ca/,43.786567,-79.473043,,,,187523.96
CA02161091457213,,BOLAN THAI CUISINE,709 MOUNT PLEASANT RD,TORONTO,ON,M4S2N4,LSR - FAST CASUAL,THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$7 TO $10,http://bolanthaicuisine.com/,43.706708,-79.389495,,,,597629.04
CA02100021958302,,JJ JAPANESE THAI,6485 MISSISSAUGA RD,MISSISSAUGA,ON,L5N1A6,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$15 TO $20,http://www.jjjapanesethai.com/,43.5978128,-79.7356111,http://www.yelp.com/biz/jj-japanese-thai-mississauga,https://www.facebook.com/pages/JJ-Japanese-Thai/170404219658319,,178704.38
CA02159806960823,,QUEEN'S ROLLS RESTAURANT,3321 BLOOR ST W,ETOBICOKE,ON,M8X1E7,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,,43.6452573,-79.5206145,,,,150216.97
CA02100017526817,CA05090011132225,THAI EXPRESS,2901 BAYVIEW AVE,NORTH YORK,ON,M2K1E6,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,5 YEARS PLUS,5 TO 9,251-500 UNITS,"<=$500,000",$5 TO $7,http://www.thaiexpress.ca,43.7683766,-79.3865406,http://www.yelp.com/biz/thai-express-toronto-10,http://www.facebook.com/THAIEXPRESS,,148070.11
CA02100018912921,,HUNGARY THAI BAR & EATERY,196 AUGUSTA AVE,TORONTO,ON,M5T2L6,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,10 TO 19,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.hungarythai.com/,43.6543378,-79.4020873,http://www.yelp.com/biz/hungary-thai-bar-and-eatery-restaurant-toronto,https://www.facebook.com/pages/Hungary-Thai-Bar-Eatery/132115653477136,,26272.26
CA02100012819502,,FRIENDLY THAI THE,1218 QUEEN ST E,TORONTO,ON,M4M1L7,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$15 TO $20,http://www.friendlythai.com/,43.663301,-79.3305729,http://www.yelp.com/biz/the-friendly-thai-toronto-5,https://www.facebook.com/pages/Friendly-Thai/216495681710344,,169698.39
CA02162874835826,,THAI CUISINE EXPERTS - CENTRAL,3960 GRAND PARK DR,MISSISSAUGA,ON,L5B4M6,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$10 TO $15,http://www.thaicuisineexperts.com/?utm_source=google&amp;utm_medium=organic&amp;utm_campaign=google%20places,43.580444,-79.647116,,,,75261.77
CA02153939730828,,THAI SPICY HOUSE,517 MOUNT PLEASANT RD,TORONTO,ON,M4S2M4,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$15 TO $20,http://www.thaispicyhousetoronto.com/,43.7019741,-79.3873873,http://www.yelp.com/biz/thai-spicy-house-toronto-2,https://www.facebook.com/pages/category/Thai-Restaurant/Thai-Spicy-House-215293058510057/,,125395.32
CA02149309827017,CA05090011132225,THAI EXPRESS,6464 YONGE ST,NORTH YORK,ON,M2M3X4,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,2 TO 5 YEARS,UNCODED,251-500 UNITS,"<=$500,000",$5 TO $7,http://www.thaiexpress.ca,43.7958114,-79.4228759,,https://www.facebook.com/TE.CentrepointMall/,,73519.47
CA02150790656515,,THAI ON YONGE,370 YONGE ST,TORONTO,ON,M5B1S5,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$7 TO $10,http://www.thaionyonge.com/,43.65855,-79.3820719,http://www.yelp.com/biz/thai-on-yonge-toronto-3,https://www.facebook.com/Thai-On-Yonge-545971358847788/,,505811.34
CA02141900186226,,JOY THAI RESTAURANT,3192 YONGE ST,TORONTO,ON,M4N2L1,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$10 TO $15,http://www.joythairestaurant.com,43.7280162,-79.403153,http://www.yelp.com/biz/joy-thai-restaurant-toronto,https://www.facebook.com/pages/Joy-Thai-Restaurant/107884039260797,,58113.12
CA02110010531716,,BOW THAI NORTH YORK,4755 LESLIE ST,NORTH YORK,ON,M2J2K8,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.bowthai-northyork.ca/,43.7793984,-79.3655463,http://www.yelp.com/biz/bow-thai-restaurant-toronto-2,https://www.facebook.com/bowthai.northyork,,94193.71
CA02100017457809,,QUEEN MOTHER CAFE,206 QUEEN ST W,TORONTO,ON,M5V1Z2,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.queenmothercafe.ca/,43.6503211,-79.3890215,http://www.yelp.com/biz/queen-mother-cafe-toronto,https://www.facebook.com/pages/Queen-Mother-Cafe/132274823463676,,120702.12
CA02100036665712,,THAI SQUARE,277 PORT UNION RD,SCARBOROUGH,ON,M1C2L3,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.thaisquare.ca/,43.7890025,-79.14059,http://www.yelp.com/biz/thai-square-scarborough,https://www.facebook.com/pages/Thai-Square/355649364571294,,93376.21
CA02155606393703,,LEMONGRASS KITCHEN,1550 SOUTH GATEWAY RD,MISSISSAUGA,ON,L4W5G6,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,2 TO 5 YEARS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$7 TO $10,,43.632236,-79.61447,http://www.yelp.com/biz/lemongrass-kitchen-mississauga,https://www.facebook.com/pages/Lemongrass-Kitchen/133475540005219,,134079.64
CA02100013614112,,GREEN MANGO,3006 BLOOR ST W,ETOBICOKE,ON,M8X1C2,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,1 TO 4,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.greenmango.ca/,43.6477778,-79.5107014,http://www.yelp.com/biz/green-mango-etobicoke,https://www.facebook.com/pages/Green-Mango/135112279984318,,145341.78
CA02158428396013,,SUKHOTHAI WELLINGTON,52 WELLINGTON ST E,TORONTO,ON,M5E1C7,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$15 TO $20,http://www.sukhothaifood.ca/,43.648632,-79.37462,http://www.yelp.com/biz/sukho-thai-toronto-2,https://www.facebook.com/Sukhothai-Wellington-399068300169658/,,444213.05
CA02100017490021,,FRESH ROLLS RESTAURANT,1830 THE QUEENSWAY ,ETOBICOKE,ON,M9C5H5,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$15 TO $20,http://www.freshrolls.ca/,43.6149929,-79.5593555,http://www.yelp.com/biz/fresh-rolls-toronto-2,https://www.facebook.com/pages/Fresh-Rolls-Restaurant/127173733985118,,169164.54
CA02100016525517,,THAI COUNTRY KITCHEN,412 SPADINA AVE,TORONTO,ON,M5T2G7,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,5 TO 9,INDEPENDENT (1-9 UNITS),"<=$500,000",$15 TO $20,http://www.thaicountrykitchen.co/,43.6561986,-79.3996085,http://www.yelp.com/biz/thai-country-kitchen-toronto,https://www.facebook.com/pages/Thai-Country-Kitchen-Restaurant/137399676276324,,93851.5
CA02151192182500,CA05090011132225,THAI EXPRESS,5650 YONGE ST,NORTH YORK,ON,M2M4G3,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,2 TO 5 YEARS,UNCODED,251-500 UNITS,"<=$500,000",$5 TO $7,http://www.thaiexpress.ca,43.77600434,-79.41643819,http://www.yelp.com/biz/thai-express-toronto-16,,,74274.17
CA02153918319501,CA05090011132225,THAI EXPRESS,2 BLOOR ST E,TORONTO,ON,M4W1A8,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",THAI,5 YEARS PLUS,UNCODED,251-500 UNITS,"$500,001 - $1,000,000",$5 TO $7,http://www.thaiexpress.ca,43.671515,-79.3847075,,https://www.facebook.com/TE.HudsonBay/?rf=1577975155849616,,103559.07
CA02100013466120,,SIMPLY THAI CUISINE,2253 BLOOR ST W,TORONTO,ON,M6S1N8,"FSR - CAFÉ-RESTAURANTS, FAMILY-STYLE, DINER",THAI,5 YEARS PLUS,1 TO 4,INDEPENDENT (1-9 UNITS),"<=$500,000",$10 TO $15,http://www.simplythaicuisine.com/,43.6506695,-79.4775385,http://www.yelp.com/biz/simply-thai-cuisine-toronto,https://www.facebook.com/pages/Simply-Thai-Cuisine/104344546282270,,38920.6
CA02153454813802,CA05194341460311,CALIFORNIA THAI,10 DUNDAS ST E,TORONTO,ON,M5B2G9,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"$500,001 - $1,000,000",$15 TO $20,http://www.californiathai.ca/,43.6566873,-79.3800563,http://www.yelp.com/biz/california-thai-toronto,https://www.facebook.com/pages/California-Thai/201506287127971,,81249.6
CA02154217379026,,ASIAN EXPRESS,50 WINCOTT DR.,ETOBICOKE,ON,M9R2R5,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",THAI,5 YEARS PLUS,UNCODED,INDEPENDENT (1-9 UNITS),"<=$500,000",$10 TO $15,http://www.asianexpress.ca/,43.6919487,-79.5517492,,,,134417.07
